id,phrase,replacements,labels
4a98f580-3e45-4f60-9128-8195f08bd995,work at <company>,"{""company"": ""Abbott Laboratories""}",profile.company
4a98f580-3e45-4f60-9128-8195f08bd995,rated a page at least one time ,{}
4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page <number> times,"{""number"": ""5""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote a post that got <number> replies,"{""number"": ""7""}"
4a98f580-3e45-4f60-9128-8195f08bd995,replied to a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote a post with <number> comments,"{""number"": ""7""}"
4a98f580-3e45-4f60-9128-8195f08bd995,commented <sentiment>ly,"{""sentiment"": ""negative""}"
4a98f580-3e45-4f60-9128-8195f08bd995,bad things to say in a comment ,{}
4a98f580-3e45-4f60-9128-8195f08bd995,wrote post that got <number> comments ,"{""number"": ""7""}"
4a98f580-3e45-4f60-9128-8195f08bd995,<email>,"{""email"": ""rgarcia@optonline.net""}"
4a98f580-3e45-4f60-9128-8195f08bd995,<website> as their website,"{""website"": ""deviantart.com""}"
4a98f580-3e45-4f60-9128-8195f08bd995,rated with <number> stars ,"{""number"": ""2""}"
4a98f580-3e45-4f60-9128-8195f08bd995,<email> email,"{""email"": ""rgarcia@optonline.net""}"
4a98f580-3e45-4f60-9128-8195f08bd995,clicked on the activision <page-type>ed post,"{""page-type"": ""sponsor""}"
4a98f580-3e45-4f60-9128-8195f08bd995,converted on the activision <page-type>ed post,"{""page-type"": ""sponsor""}"
4a98f580-3e45-4f60-9128-8195f08bd995,biologist,{}
4a98f580-3e45-4f60-9128-8195f08bd995,a post that was liked <number> times,"{""number"": ""7""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote posts that contain the keyword <post-word>,"{""post-word"": ""honey""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote about <post-word>,"{""post-word"": ""honey""}"
4a98f580-3e45-4f60-9128-8195f08bd995,posted about <post-word>,"{""post-word"": ""honey""}"
4a98f580-3e45-4f60-9128-8195f08bd995,works at abbott laboratories ,{}
4a98f580-3e45-4f60-9128-8195f08bd995,downloaded a file <number> times,"{""number"": ""3""}"
4a98f580-3e45-4f60-9128-8195f08bd995,downloaded something <number> times,"{""number"": ""3""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote a <sentiment> post,"{""sentiment"": ""positive""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote something <sentiment>,"{""sentiment"": ""positive""}"
4a98f580-3e45-4f60-9128-8195f08bd995,clicked a <page-type>ed post <number> times,"{""number"": ""7"", ""page-type"": ""sponsor""}"
4a98f580-3e45-4f60-9128-8195f08bd995,liked a post with the keyword <post-word>,"{""post-word"": ""big""}"
4a98f580-3e45-4f60-9128-8195f08bd995,saw any page <number> times,"{""number"": ""5""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote something about <post-word>,"{""post-word"": ""honey""}"
4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page with <post-word> in the content,"{""post-word"": ""big""}"
4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page with <post-word>,"{""post-word"": ""big""}"
4a98f580-3e45-4f60-9128-8195f08bd995,wrote post that got <number> comments,"{""number"": ""7""}"
4a98f580-3e45-4f60-9128-8195f08bd995,the phone number (<number><number>7) <number><number><number>-7744,"{""number"": ""8""}"
4a98f580-3e45-4f60-9128-8195f08bd995,phone number is (<number><number>7) <number><number><number>-7744,"{""number"": ""8""}"
4a98f580-3e45-4f60-9128-8195f08bd995,commented one of estelle jimenez's posts,{}
4a98f580-3e45-4f60-9128-8195f08bd995,commented estelle jimenez's post,{}
4a98f580-3e45-4f60-9128-8195f08bd995,replying to estelle jimeneze's post ,{}
4a98f580-3e45-4f60-9128-8195f08bd995,named vida,{}
4a98f580-3e45-4f60-9128-8195f08bd995,name is vida,{}
4a98f580-3e45-4f60-9128-8195f08bd995,vida,{}
0ea9794f-5d2f-4772-b481-49d9c691cba2,used the app <number> times,"{""number"": ""0""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded <number> files,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> as the last name,"{""last-name"": ""Rodriguez""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> for the last name,"{""last-name"": ""Rodriguez""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,n't use the app,{}
0ea9794f-5d2f-4772-b481-49d9c691cba2,made <number> file downloads,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded  <number> files from the app,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,surname is <last-name>,"{""last-name"": ""Rodriguez""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,opened the app <number> times,"{""number"": ""0""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,last name equals <last-name>,"{""last-name"": ""Rodriguez""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,post has <sentiment> sentiment,"{""sentiment"": ""negative""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,liked someone else's post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,responded <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees posted at least one post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page <number> times,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,gave a rating to a page <number> times,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,interacted with an ad <number> time,"{""number"": ""1""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-question>?' in a poll,"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,rated <number> pages,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked an ad <number> time,"{""number"": ""1""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> in the position field,"{""position"": ""Administrative Generalist/Specialist""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number equals (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post that contains <post-word>,"{""post-word"": ""'pragmatic'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,the phone number (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with the word <post-word>,"{""post-word"": ""'pragmatic'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> position,"{""position"": ""Administrative Generalist/Specialist""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing <post-word>,"{""post-word"": ""'pragmatic'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,holds the position of <position>,"{""position"": ""Administrative Generalist/Specialist""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain the phone number (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,left at least one like on a post with the word <post-word>,"{""post-word"": ""'pragmatic'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<position>s,"{""position"": ""Administrative Generalist/Specialist""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing the word <post-word>,"{""post-word"": ""'pragmatic'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain <position> position for the position,"{""position"": ""Administrative Generalist/Specialist""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,(<number><number><number>) <number>4<number>-824<number> for the phone number,"{""number"": ""9""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,first name is <first-name>,"{""first-name"": ""Nancie""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in <number> polls,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note for a page that contains <post-word>,"{""post-word"": ""'concussion'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<first-name> as the first name,"{""first-name"": ""Nancie""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll <number> times,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,left a note on a page that contains <post-word>,"{""post-word"": ""'concussion'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note on page containing the word <post-word>,"{""post-word"": ""'concussion'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on <number> polls,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<first-name> as first name,"{""first-name"": ""Nancie""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,left a vote on <number> polls,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,first name equals <first-name>,"{""first-name"": ""Nancie""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,added a note to page with the word <post-word>,"{""post-word"": ""'concussion'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,created a note to page containing <post-word>,"{""post-word"": ""'concussion'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,took part in <number> polls,"{""number"": ""7""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by <mention>,"{""mention"": ""Kristin Hansen""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> as location,"{""location"": ""Samoa""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by <mention>,"{""mention"": ""Kristin Hansen""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on <number> add,"{""number"": ""1""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details ,"{""location"": ""Samoa""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details,"{""location"": ""Samoa""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees from <location>,"{""location"": ""Samoa""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on  <mention>s post,"{""mention"": ""Kristin Hansen'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on <mention>s post,"{""mention"": ""Kristin Hansen'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,from <location>,"{""location"": ""Samoa""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <page-type> type,"{""page-type"": ""'speaker'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type <page-type>,"{""page-type"": ""'speaker'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,added a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,voted with <poll-answer> in a poll,"{""poll-answer"": ""'No'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,answer to a poll equals <poll-answer>,"{""poll-answer"": ""'No'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed <number> pages,"{""number"": ""4""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,attended <number> events,"{""number"": ""0""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,profile phone contains (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,visited <number> pages,"{""number"": ""4""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,went to <number> events,"{""number"": ""0""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <post-word>,"{""post-word"": ""'biplane'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,left <number> notes,"{""number"": ""3""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page that contains <post-word>,"{""post-word"": ""'biplane'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,created <number> notes,"{""number"": ""3""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded a file with name <file-name>,"{""file-name"": ""'presentation.pptx'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,connected <social-network>,"{""social-network"": ""facebook""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,made a download of a file which contains <file-name> in the name,"{""file-name"": ""'presentation.pptx'""}"
0ea9794f-5d2f-4772-b481-49d9c691cba2,linked <social-network> to their profile,"{""social-network"": ""facebook""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad by <company>,"{""company"": ""'AC Lens'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,answered <poll-answer> in quick poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post mentioning <mention>,"{""mention"": ""Dorothy Larson""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,choose <poll-answer> answer in poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,mentioned <mention> in post,"{""mention"": ""Dorothy Larson""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on <company> ad,"{""company"": ""'AC Lens'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,posts about <mention>,"{""mention"": ""Dorothy Larson""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<poll-answer> answers in poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ads published by <company>,"{""company"": ""'AC Lens'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in quick poll answering <poll-answer>,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <mention>s mention,"{""mention"": ""Dorothy Larson'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,voted <poll-answer> in poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,posted about <mention>,"{""mention"": ""Dorothy Larson""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,choose <poll-answer> in poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with mention of <mention>,"{""mention"": ""Dorothy Larson""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad created by <company>,"{""company"": ""'AC Lens'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed <page-type> pages,"{""page-type"": ""session""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,answered <poll-answer> in poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded file <number> times,"{""number"": ""9""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded a file <number> times,"{""number"": ""9""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,choose <poll-answer> option in quick poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with <page-type> type,"{""page-type"": ""'session'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on file <number> times,"{""number"": ""9""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,checked <page-type> page,"{""page-type"": ""session""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type> page views,"{""page-type"": ""session""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<poll-answer> quick poll answers,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> file downloads,"{""number"": ""9""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in poll answering <poll-answer>,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,viewe sesssion page,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,<poll-answer> answer in quick poll,"{""poll-answer"": ""'Yes'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type> view,"{""page-type"": ""session""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on page with <page-type> type,"{""page-type"": ""'speaker'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,work at <company>,"{""company"": ""Abercrombie & Fitch""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with <page-type> type,"{""page-type"": ""'exhibitor'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated <page-type>s page,"{""page-type"": ""exhibitor'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on <page-type>s page,"{""page-type"": ""speaker'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,works ar <company>,"{""company"": ""Abercrombie & Fitch""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type>s page rating,"{""page-type"": ""exhibitor'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,note on <page-type>s page,"{""page-type"": ""speaker'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,note about <page-type>,"{""page-type"": ""speaker""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type> rating,"{""page-type"": ""exhibitor""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,works at <company>,"{""company"": ""Abercrombie & Fitch""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,from <company>,"{""company"": ""Abercrombie & Fitch""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated an <page-type>,"{""page-type"": ""exhibitor""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note about <page-type>,"{""page-type"": ""speaker""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,connected <social-network>+,"{""social-network"": ""google""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,written <sentiment> posts,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,n't <enjoyment> the event,"{""enjoyment"": ""enjoyed""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> sentiment towards event,"{""sentiment"": ""negative""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> post,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,connected <social-network>+ account,"{""social-network"": ""google""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,written <sentiment> sentiment,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,composed a <sentiment> post,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,linked <social-network>+ account,"{""social-network"": ""google""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,written post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,n't really like the event,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,from <location>,"{""location"": ""Vatican city""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to posts about <post-word>,"{""post-word"": ""'concussion'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with <post-word>,"{""post-word"": ""'concussion'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<location> set as location,"{""location"": ""Vatican City""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,from <location>,"{""location"": ""Vatican City""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with <post-word> in its text,"{""post-word"": ""'concussion'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<location> location,"{""location"": ""Vatican City""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,live in <location>,"{""location"": ""Vatican City""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,reside in <location>,"{""location"": ""Vatican City""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,working at <company>,"{""company"": ""Abercrombie & Fitch""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post <number> times,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad with <post-word>,"{""post-word"": ""'escapist'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ads containing <post-word>,"{""post-word"": ""'escapist'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> post likes,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<company> set as company,"{""company"": ""Abercrombie & Fitch""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on <post-word> ad,"{""post-word"": ""'escapist'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> likes of posts,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ad which mentioned <post-word>,"{""post-word"": ""'escapist'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> posts likes,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad containing <post-word>,"{""post-word"": ""'escapist'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post by <mention>,"{""mention"": ""Clay Arnold""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with <post-word>,"{""post-word"": ""'beyond'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <number> replies,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page mentioning <post-word>,"{""post-word"": ""'beyond'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,posts with <number> replies,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,liked <mention>s post,"{""mention"": ""Clay Arnold'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,post containing <number> replies,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,view of page with <post-word> in its text,"{""post-word"": ""'beyond'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,like of <mention>s post,"{""mention"": ""Clay Arnold'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page which contains <post-word>,"{""post-word"": ""'beyond'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,post with <number> comments,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,view of page which mentioned <post-word>,"{""post-word"": ""'beyond'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post written by <mention>,"{""mention"": ""Clay Arnold""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <number> comments,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,attended event <number> times,"{""number"": ""4""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,work as Affordable Housting Specialist,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,<position> position,"{""position"": ""Affordable Housing Specialist""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> event attendances,"{""number"": ""4""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,set position to <position>,"{""position"": ""Affordable Housing Specialist""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> posts,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,work at <position> position,"{""position"": ""Affordable Housing Specialist""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,attended even <number> times,"{""number"": ""5""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with  <sentiment> sentiment,"{""sentiment"": ""positive""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page containing <post-word>,"{""post-word"": ""'coastal'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <number> likes,"{""number"": ""2""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rating for page about <post-word>,"{""post-word"": ""'coastal'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,post liked <number> times,"{""number"": ""2""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> <post-word>s towards the event,"{""sentiment"": ""negative"", ""post-word"": ""feeling""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,written post which was liked <number> times,"{""number"": ""2""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page mentioning <post-word>,"{""post-word"": ""'coastal'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with <post-word> word,"{""post-word"": ""'coastal'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,posted something liked <number> times,"{""number"": ""2""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post which was liked <number> times,"{""number"": ""2""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss<number><number> event,"{""number"": ""7'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in poll once,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,left rating on page with <page-type> type,"{""page-type"": ""'exhibitor'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in poll,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in <number> poll,"{""number"": ""1""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss<number><number>,"{""number"": ""7'""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,answerted <number> poll,"{""number"": ""1""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,rated <page-type>,"{""page-type"": ""exhibitor""}"
2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in poll once,{}
2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in single poll,{}
59d09959-5836-494f-9176-7a11a449b2fa,clicked on ad by <company>,"{""company"": ""'Acsis Inc.'""}"
59d09959-5836-494f-9176-7a11a449b2fa,mentioned <mention>,"{""mention"": ""Steven Owens""}"
59d09959-5836-494f-9176-7a11a449b2fa,participated in a polls <number> times,"{""number"": ""4""}"
59d09959-5836-494f-9176-7a11a449b2fa,participated in <number> polls,"{""number"": ""4""}"
59d09959-5836-494f-9176-7a11a449b2fa,converted on the <company> ad ,"{""company"": ""'Acsis Inc.'""}"
59d09959-5836-494f-9176-7a11a449b2fa,wrote a post about <mention>,"{""mention"": ""Steven Owens""}"
59d09959-5836-494f-9176-7a11a449b2fa,clicked on advertisement by 'Acisi Inc.',{}
59d09959-5836-494f-9176-7a11a449b2fa,took <number> polls,"{""number"": ""4""}"
59d09959-5836-494f-9176-7a11a449b2fa,named <first-name>,"{""first-name"": ""Petra""}"
59d09959-5836-494f-9176-7a11a449b2fa,viewed page contains <post-word>,"{""post-word"": ""'adsorbable'""}"
